case_id,split,difficulty,source_type,cohort,document_extraction_score,classification_score,evidence_retrieval_score,explanation_generation_score,document_extraction_probability,classification_probability,evidence_retrieval_probability,explanation_generation_probability,end_to_end_correct
1684,development,Moderate,native_pdf,pond_b,0.767107,0.313635,0.514862,0.889879,0.591398,0.415385,0.581673,0.911111,0
1685,development,Simple,native_pdf,pond_a,0.905621,0.941312,0.87665,0.828486,0.843284,0.867188,0.979798,0.791444,0
1686,development,Moderate,native_pdf,pond_b,0.741214,0.678578,0.213949,0.76148,0.591398,0.567568,0.192308,0.687861,0
1687,evaluation,Complex,native_pdf,pond_a,0.804699,0.330065,0.213609,0.818341,0.672727,0.415385,0.192308,0.791444,0
1688,development,Moderate,scan,pond_b,0.77713,0.722868,0.244918,0.794855,0.6,0.567568,0.192308,0.772487,0
1689,development,Moderate,native_pdf,pond_a,0.899153,0.963015,0.563747,0.724656,0.843284,0.88172,0.681818,0.591837,1
1690,evaluation,Complex,scan,pond_b,0.514222,0.763097,0.382978,0.801135,0.338028,0.727723,0.435484,0.772487,0
1691,development,Simple,scan,pond_b,0.753642,0.983364,0.674481,0.865076,0.591398,0.957792,0.863158,0.897233,1
1692,development,Simple,scan,pond_a,0.84124,0.932835,0.633483,0.773638,0.738397,0.865854,0.778571,0.727273,1
1693,development,Complex,native_pdf,pond_a,0.8578,0.839305,0.509372,0.705431,0.768421,0.77027,0.581673,0.571429,0
1694,evaluation,Simple,native_pdf,pond_a,0.829086,0.94635,0.830173,0.769957,0.738397,0.867188,0.891117,0.727273,0
1695,development,Moderate,scan,pond_b,0.494743,0.368942,0.547446,0.821445,0.333333,0.415385,0.681818,0.791444,0
1696,development,Complex,scan,pond_b,0.451848,0.328561,0.367543,0.769444,0.235294,0.415385,0.435484,0.727273,0
1697,development,Simple,native_pdf,pond_a,0.966261,0.991928,0.914671,0.70961,0.966942,0.989848,1.0,0.590909,1
1698,evaluation,Simple,native_pdf,pond_a,0.868537,0.967102,0.568257,0.892032,0.768421,0.88172,0.681818,0.937931,0
1699,development,Complex,native_pdf,pond_a,0.721139,0.145484,0.338202,0.731981,0.552632,0.16,0.375,0.591837,0
1700,evaluation,Simple,native_pdf,pond_a,0.887892,0.972333,0.730898,0.787265,0.789474,0.88172,0.8725,0.772487,1
1701,development,Complex,native_pdf,pond_a,0.913282,0.971735,0.225796,0.657075,0.857143,0.88172,0.192308,0.527397,0
1702,evaluation,Simple,scan,pond_b,0.722695,0.850376,0.718334,0.933594,0.552632,0.77027,0.8725,1.0,1
1703,development,Simple,native_pdf,pond_b,0.973501,0.993308,0.671956,0.799185,0.977778,0.989848,0.863158,0.772487,1
1704,evaluation,Complex,native_pdf,pond_b,0.431464,0.084452,0.257702,0.842127,0.235294,0.0,0.192308,0.80137,0
1705,development,Complex,scan,pond_a,0.513215,0.381072,0.35376,0.593716,0.338028,0.415385,0.435484,0.307692,0
1706,evaluation,Moderate,native_pdf,pond_b,0.885623,0.946199,0.638006,0.797025,0.789474,0.867188,0.778571,0.772487,0
1707,evaluation,Complex,native_pdf,pond_a,0.662651,0.731124,0.745227,0.763387,0.5,0.666667,0.8725,0.687861,0
1708,development,Moderate,scan,pond_a,0.744058,0.735157,0.234722,0.809413,0.591398,0.666667,0.192308,0.772487,0
1709,development,Simple,scan,pond_b,0.868785,0.950308,0.683155,0.844303,0.768421,0.868421,0.863158,0.868132,0
1710,development,Simple,scan,pond_b,0.912804,0.995386,0.675717,0.894485,0.857143,0.989848,0.863158,0.937931,1
1711,development,Simple,scan,pond_a,0.784478,0.99146,0.462427,0.768251,0.672131,0.957792,0.581673,0.727273,0
1712,development,Simple,native_pdf,pond_b,0.952359,0.988165,0.771882,0.871915,0.945946,0.957792,0.8725,0.897233,1
1713,evaluation,Moderate,native_pdf,pond_b,0.783408,0.968032,0.283759,0.908866,0.672131,0.88172,0.192308,0.987179,0
1714,development,Moderate,native_pdf,pond_b,0.73844,0.73648,0.865558,0.781007,0.591398,0.727723,0.951456,0.727273,0
1715,development,Moderate,native_pdf,pond_a,0.678912,0.77292,0.345185,0.624002,0.552632,0.727723,0.435484,0.333333,0
1716,development,Complex,native_pdf,pond_b,0.633503,0.319482,0.276043,0.831197,0.421053,0.415385,0.192308,0.791444,0
1717,development,Moderate,native_pdf,pond_b,0.734315,0.808265,0.567508,0.798427,0.552632,0.727723,0.681818,0.772487,0
1718,development,Simple,native_pdf,pond_a,0.894571,0.979884,0.59559,0.75111,0.83871,0.933333,0.753623,0.687861,0
1719,development,Simple,native_pdf,pond_b,0.847915,0.801993,0.373005,0.843372,0.744681,0.727723,0.435484,0.80137,0
1720,development,Complex,scan,pond_b,0.538309,0.606156,0.650453,0.768678,0.338028,0.485714,0.778571,0.727273,1
1721,development,Moderate,native_pdf,pond_a,0.799679,0.953801,0.870415,0.790024,0.672727,0.88172,0.979798,0.772487,1
1722,development,Simple,native_pdf,pond_b,0.761255,0.925047,0.368365,0.95887,0.591398,0.862069,0.435484,1.0,0
1723,evaluation,Moderate,native_pdf,pond_a,0.713935,0.867509,0.691319,0.761683,0.552632,0.809353,0.8725,0.687861,0
1724,development,Moderate,scan,pond_b,0.828541,0.953053,0.663544,0.820435,0.738397,0.88172,0.863158,0.791444,1
1725,development,Simple,scan,pond_a,0.918133,0.996386,0.768829,0.859498,0.857143,0.989848,0.8725,0.894737,1
1726,development,Simple,native_pdf,pond_a,0.743183,0.763675,0.50768,0.805988,0.591398,0.727723,0.581673,0.772487,1
1727,development,Complex,native_pdf,pond_b,0.782522,0.382969,0.328824,0.816297,0.672131,0.415385,0.363636,0.772487,0
1728,development,Simple,native_pdf,pond_a,0.791745,0.889657,0.662898,0.712277,0.672727,0.809353,0.863158,0.590909,0
1729,development,Moderate,native_pdf,pond_a,0.839519,0.836794,0.678053,0.782701,0.738397,0.77027,0.863158,0.727273,1
1730,development,Simple,native_pdf,pond_b,0.88382,0.94437,0.723012,0.904127,0.789474,0.867188,0.8725,0.937931,1
1731,evaluation,Complex,native_pdf,pond_b,0.806988,0.780796,0.583529,0.79006,0.672727,0.727723,0.753623,0.772487,0
1732,evaluation,Simple,native_pdf,pond_b,0.930493,0.995063,0.935037,0.865103,0.887701,0.989848,1.0,0.897233,1
1733,evaluation,Simple,scan,pond_a,0.71584,0.632621,0.826672,0.768902,0.552632,0.521739,0.891117,0.727273,0
1734,development,Complex,native_pdf,pond_b,0.620116,0.311966,0.17392,0.821825,0.421053,0.415385,0.153846,0.791444,0
1735,development,Complex,native_pdf,pond_b,0.740092,0.586694,0.659298,0.673713,0.591398,0.485714,0.778571,0.527397,0
1736,development,Simple,native_pdf,pond_a,0.958425,0.994369,0.89971,0.865992,0.966942,0.989848,0.982759,0.897233,1
1737,development,Moderate,native_pdf,pond_a,0.84878,0.922523,0.320483,0.838301,0.744681,0.862069,0.294118,0.80137,0
1738,evaluation,Simple,scan,pond_a,0.939749,0.976968,0.920126,0.721773,0.934783,0.923077,1.0,0.591837,0
1739,development,Complex,native_pdf,pond_a,0.745152,0.822517,0.725344,0.652153,0.591398,0.727723,0.8725,0.4,1
1740,development,Simple,scan,pond_a,0.968092,0.994336,0.961147,0.812078,0.966942,0.989848,1.0,0.772487,1
1741,evaluation,Complex,native_pdf,pond_a,0.801163,0.905939,0.215219,0.632761,0.672727,0.809353,0.192308,0.388889,0
1742,development,Moderate,native_pdf,pond_a,0.759443,0.621469,0.40015,0.762196,0.591398,0.521739,0.435484,0.687861,0
1743,development,Simple,scan,pond_a,0.862518,0.915984,0.78212,0.81101,0.768421,0.862069,0.891117,0.772487,1
1744,evaluation,Moderate,scan,pond_b,0.704584,0.859564,0.816865,0.82286,0.552632,0.809353,0.891117,0.791444,0
1745,development,Simple,native_pdf,pond_a,0.895533,0.736948,0.774585,0.785535,0.843284,0.727723,0.888889,0.772487,1
1746,development,Simple,native_pdf,pond_a,0.886064,0.968308,0.805053,0.864301,0.789474,0.88172,0.891117,0.897233,1
1747,development,Simple,scan,pond_b,0.855393,0.940715,0.724969,0.870472,0.768421,0.867188,0.8725,0.897233,1
1748,evaluation,Moderate,scan,pond_b,0.887651,0.830003,0.555497,0.919037,0.789474,0.727723,0.681818,0.987179,1
1749,development,Complex,native_pdf,pond_b,0.8592,0.842652,0.246546,0.78999,0.768421,0.77027,0.192308,0.772487,0
1750,development,Simple,native_pdf,pond_b,0.952475,0.99468,0.942868,0.795605,0.945946,0.989848,1.0,0.772487,0
1751,evaluation,Moderate,native_pdf,pond_b,0.831493,0.901866,0.842009,0.863207,0.738397,0.809353,0.9375,0.897233,1
1752,evaluation,Complex,native_pdf,pond_a,0.75683,0.511255,0.519359,0.815325,0.591398,0.485714,0.581673,0.772487,0
1753,evaluation,Moderate,scan,pond_b,0.83739,0.992899,0.753516,0.857854,0.738397,0.989848,0.8725,0.894737,1
1754,evaluation,Simple,native_pdf,pond_a,0.905619,0.908855,0.602011,0.844391,0.843284,0.809353,0.753623,0.868132,1
1755,development,Simple,native_pdf,pond_a,0.948227,0.993075,0.886638,0.877152,0.945946,0.989848,0.982759,0.897233,1
1756,development,Simple,native_pdf,pond_a,0.778223,0.964375,0.763962,0.773138,0.6,0.88172,0.8725,0.727273,0
1757,development,Moderate,scan,pond_b,0.821259,0.50662,0.815057,0.863161,0.738397,0.485714,0.891117,0.897233,0
1758,development,Complex,scan,pond_a,0.847546,0.506508,0.320398,0.669959,0.744681,0.485714,0.294118,0.527397,0
1759,evaluation,Simple,scan,pond_b,0.786997,0.904497,0.879869,0.863133,0.672131,0.809353,0.979798,0.897233,1
1760,development,Moderate,native_pdf,pond_b,0.847987,0.849161,0.880273,0.795908,0.744681,0.77027,0.979798,0.772487,0
1761,development,Complex,scan,pond_b,0.711042,0.955628,0.699579,0.694092,0.552632,0.88172,0.8725,0.527397,0
1762,development,Simple,native_pdf,pond_a,0.88964,0.851468,0.651258,0.79688,0.789474,0.77027,0.778571,0.772487,0
1763,development,Moderate,scan,pond_b,0.676904,0.95382,0.777755,0.838967,0.552632,0.88172,0.891117,0.80137,0
1764,development,Simple,scan,pond_b,0.806041,0.98467,0.862167,0.894533,0.672727,0.957792,0.951456,0.937931,1
1765,development,Complex,scan,pond_a,0.490013,0.632869,0.147869,0.627459,0.235294,0.521739,0.12,0.388889,0
1766,evaluation,Moderate,scan,pond_b,0.702458,0.964792,0.778676,0.849417,0.552632,0.88172,0.891117,0.868132,0
1767,evaluation,Simple,scan,pond_b,0.931154,0.964233,0.906027,0.920736,0.887701,0.88172,0.982759,0.987179,1
1768,development,Moderate,scan,pond_a,0.726506,0.799132,0.713987,0.792267,0.552632,0.727723,0.8725,0.772487,0
1769,evaluation,Complex,scan,pond_a,0.68575,0.439309,0.426851,0.702543,0.552632,0.419355,0.527778,0.527397,0
1770,evaluation,Complex,scan,pond_b,0.655687,0.876326,0.251115,0.7475,0.5,0.809353,0.192308,0.687861,0
1771,development,Simple,scan,pond_b,0.914935,0.992399,0.922106,0.868858,0.857143,0.989848,1.0,0.897233,1
1772,evaluation,Simple,native_pdf,pond_a,0.948355,0.979742,0.505779,0.744076,0.945946,0.933333,0.581673,0.687861,1
1773,evaluation,Moderate,native_pdf,pond_b,0.828836,0.740125,0.730538,0.86505,0.738397,0.727723,0.8725,0.897233,0
1774,evaluation,Moderate,native_pdf,pond_a,0.85962,0.975939,0.764434,0.723345,0.768421,0.923077,0.8725,0.591837,0
1775,development,Complex,scan,pond_b,0.552828,0.548138,0.318151,0.804034,0.338028,0.485714,0.294118,0.772487,0
1776,evaluation,Moderate,native_pdf,pond_a,0.871887,0.675063,0.205053,0.652605,0.768421,0.54386,0.173645,0.4,0
1777,evaluation,Complex,native_pdf,pond_b,0.853051,0.678138,0.476602,0.79539,0.744681,0.567568,0.581673,0.772487,0
1778,development,Simple,scan,pond_a,0.883009,0.985518,0.871249,0.747455,0.789474,0.957792,0.979798,0.687861,1
1779,development,Simple,scan,pond_a,0.85051,0.914271,0.904991,0.841229,0.744681,0.857143,0.982759,0.80137,1
1780,evaluation,Simple,scan,pond_a,0.928677,0.961322,0.754031,0.732185,0.887701,0.88172,0.8725,0.591837,0
1781,evaluation,Moderate,scan,pond_b,0.763136,0.118051,0.238768,0.806771,0.591398,0.0,0.192308,0.772487,0
1782,development,Simple,scan,pond_b,0.745443,0.721405,0.506414,0.809141,0.591398,0.567568,0.581673,0.772487,0
1783,development,Complex,native_pdf,pond_a,0.758411,0.606957,0.198808,0.781186,0.591398,0.485714,0.153846,0.727273,0
1784,development,Simple,native_pdf,pond_b,0.888562,0.866413,0.70993,0.852368,0.789474,0.809353,0.8725,0.894737,1
1785,evaluation,Moderate,scan,pond_a,0.891198,0.601788,0.713913,0.70449,0.793103,0.485714,0.8725,0.571429,0
1786,development,Complex,scan,pond_a,0.569397,0.30863,0.803204,0.656766,0.338028,0.415385,0.891117,0.527397,0
1787,development,Simple,native_pdf,pond_b,0.915737,0.958976,0.867364,0.886915,0.857143,0.88172,0.979798,0.902174,1
1788,development,Moderate,native_pdf,pond_a,0.812726,0.941897,0.661968,0.790393,0.738397,0.867188,0.863158,0.772487,1
1789,development,Simple,scan,pond_a,0.824519,0.793815,0.941762,0.724657,0.738397,0.727723,1.0,0.591837,0
1790,evaluation,Complex,scan,pond_a,0.704504,0.794057,0.51373,0.686676,0.552632,0.727723,0.581673,0.527397,0
1791,development,Simple,scan,pond_a,0.886394,0.992348,0.749831,0.832606,0.789474,0.989848,0.8725,0.791444,1
1792,development,Moderate,native_pdf,pond_b,0.879423,0.943049,0.916879,0.887145,0.777778,0.867188,1.0,0.902174,0
1793,evaluation,Simple,native_pdf,pond_a,0.911173,0.995214,0.669413,0.731475,0.857143,0.989848,0.863158,0.591837,1
1794,development,Moderate,scan,pond_b,0.86173,0.876393,0.535127,0.881784,0.768421,0.809353,0.581673,0.902174,0
1795,development,Complex,scan,pond_a,0.677791,0.550606,0.650724,0.70301,0.552632,0.485714,0.778571,0.527397,0
1796,evaluation,Moderate,scan,pond_b,0.8973,0.950803,0.807265,0.860961,0.843284,0.868421,0.891117,0.894737,1
1797,development,Simple,native_pdf,pond_a,0.909842,0.975953,0.844988,0.842831,0.857143,0.923077,0.9375,0.80137,1
1798,evaluation,Simple,native_pdf,pond_a,0.792806,0.504118,0.531204,0.756779,0.672727,0.485714,0.581673,0.687861,0
1799,evaluation,Moderate,scan,pond_b,0.870635,0.992596,0.814316,0.85565,0.768421,0.989848,0.891117,0.894737,1
1800,development,Complex,scan,pond_a,0.283653,0.441297,0.286025,0.599821,0.181818,0.419355,0.192308,0.307692,0
1801,development,Simple,native_pdf,pond_a,0.90812,0.984188,0.522465,0.837366,0.843284,0.957792,0.581673,0.80137,1
1802,development,Simple,scan,pond_b,0.632827,0.846939,0.634918,0.898062,0.421053,0.77027,0.778571,0.937931,0
1803,evaluation,Complex,native_pdf,pond_a,0.877345,0.937069,0.581075,0.67515,0.777778,0.867188,0.753623,0.527397,0
1804,development,Simple,scan,pond_b,0.6556,0.844627,0.566492,0.80489,0.5,0.77027,0.681818,0.772487,0
1805,development,Simple,native_pdf,pond_a,0.963872,0.982401,0.928011,0.813515,0.966942,0.957792,1.0,0.772487,1
1806,development,Moderate,native_pdf,pond_b,0.862775,0.88674,0.553066,0.852294,0.768421,0.809353,0.681818,0.894737,0
1807,development,Moderate,native_pdf,pond_a,0.54453,0.238847,0.427326,0.790843,0.338028,0.415385,0.527778,0.772487,0
1808,development,Simple,native_pdf,pond_b,0.967779,0.969767,0.937035,0.931059,0.966942,0.88172,1.0,1.0,1
1809,evaluation,Complex,native_pdf,pond_b,0.946215,0.928771,0.679191,0.873481,0.945946,0.865854,0.863158,0.897233,0
1810,evaluation,Simple,scan,pond_b,0.797388,0.731222,0.904759,0.855288,0.672727,0.666667,0.982759,0.894737,0
1811,development,Moderate,native_pdf,pond_a,0.852658,0.953266,0.718083,0.714746,0.744681,0.88172,0.8725,0.591837,1
1812,evaluation,Complex,scan,pond_a,0.816773,0.903698,0.771802,0.784338,0.738397,0.809353,0.8725,0.772487,0
1813,development,Complex,native_pdf,pond_b,0.806758,0.900545,0.488296,0.833452,0.672727,0.809353,0.581673,0.80137,0
1814,development,Moderate,scan,pond_a,0.870084,0.981376,0.895981,0.736194,0.768421,0.933333,0.982759,0.591837,1
1815,development,Moderate,native_pdf,pond_b,0.649402,0.538046,0.554458,0.832361,0.421053,0.485714,0.681818,0.791444,0
1816,evaluation,Moderate,native_pdf,pond_b,0.770053,0.813134,0.339613,0.818442,0.591398,0.727723,0.375,0.791444,0
1817,development,Complex,native_pdf,pond_a,0.852952,0.978411,0.556249,0.671195,0.744681,0.933333,0.681818,0.527397,1
1818,development,Simple,scan,pond_a,0.907724,0.916062,0.798049,0.920901,0.843284,0.862069,0.891117,0.987179,1
1819,evaluation,Moderate,native_pdf,pond_b,0.897915,0.861804,0.554089,0.800712,0.843284,0.809353,0.681818,0.772487,0
1820,development,Complex,scan,pond_b,0.265758,0.411316,0.352714,0.783283,0.181818,0.415385,0.435484,0.727273,0
1821,evaluation,Complex,native_pdf,pond_a,0.763595,0.591926,0.64837,0.546325,0.591398,0.485714,0.778571,0.133333,0
1822,development,Simple,native_pdf,pond_a,0.836532,0.29434,0.894596,0.779202,0.738397,0.415385,0.982759,0.727273,0
1823,evaluation,Moderate,scan,pond_b,0.764034,0.814416,0.386781,0.857942,0.591398,0.727723,0.435484,0.894737,0
1824,evaluation,Simple,scan,pond_b,0.83869,0.957473,0.776205,0.871952,0.738397,0.88172,0.891117,0.897233,1
1825,evaluation,Moderate,scan,pond_b,0.753827,0.95378,0.577195,0.791822,0.591398,0.88172,0.753623,0.772487,0
1826,evaluation,Complex,scan,pond_a,0.758816,0.830025,0.668738,0.616321,0.591398,0.727723,0.863158,0.333333,0
1827,evaluation,Moderate,native_pdf,pond_a,0.674807,0.121727,0.11468,0.629592,0.552632,0.0,0.12,0.388889,0
1828,evaluation,Simple,native_pdf,pond_b,0.872675,0.972118,0.873121,0.925302,0.768421,0.88172,0.979798,1.0,1
1829,development,Simple,scan,pond_b,0.896782,0.851325,0.503198,0.852232,0.843284,0.77027,0.581673,0.894737,0
1830,development,Moderate,scan,pond_a,0.805448,0.853678,0.58777,0.787861,0.672727,0.77027,0.753623,0.772487,0
1831,development,Simple,native_pdf,pond_a,0.803978,0.932701,0.648079,0.721227,0.672727,0.865854,0.778571,0.591837,0
1832,development,Simple,scan,pond_a,0.856088,0.991252,0.904205,0.858101,0.768421,0.957792,0.982759,0.894737,1
1833,development,Simple,native_pdf,pond_b,0.977286,0.998104,0.926014,0.871151,0.977778,1.0,1.0,0.897233,1
1834,evaluation,Moderate,scan,pond_a,0.664229,0.393394,0.300784,0.679028,0.5,0.415385,0.25,0.527397,0
1835,evaluation,Simple,native_pdf,pond_b,0.879561,0.83884,0.547932,0.933883,0.783376,0.77027,0.681818,1.0,0
1836,development,Simple,native_pdf,pond_b,0.921376,0.945952,0.890371,0.774616,0.887701,0.867188,0.982759,0.727273,1
1837,evaluation,Simple,scan,pond_b,0.890704,0.859893,0.863578,0.873963,0.793103,0.809353,0.951456,0.897233,1
1838,development,Simple,scan,pond_b,0.773877,0.590507,0.529399,0.874347,0.591398,0.485714,0.581673,0.897233,0
1839,development,Simple,scan,pond_a,0.972964,0.998302,0.905973,0.853351,0.977778,1.0,0.982759,0.894737,1
1840,evaluation,Simple,native_pdf,pond_b,0.847376,0.950489,0.561358,0.941321,0.744681,0.868421,0.681818,1.0,0
1841,evaluation,Moderate,scan,pond_a,0.697138,0.941854,0.3924,0.618862,0.552632,0.867188,0.435484,0.333333,0
1842,evaluation,Simple,native_pdf,pond_b,0.873545,0.96013,0.733387,0.889096,0.777778,0.88172,0.8725,0.911111,1
1843,development,Simple,scan,pond_a,0.888313,0.835652,0.795567,0.802848,0.789474,0.77027,0.891117,0.772487,0
1844,development,Moderate,scan,pond_a,0.351586,0.199593,0.273085,0.673269,0.181818,0.415385,0.192308,0.527397,0
1845,evaluation,Simple,native_pdf,pond_b,0.929482,0.985888,0.794107,0.916339,0.887701,0.957792,0.891117,0.987179,0
1846,development,Simple,native_pdf,pond_b,0.838479,0.871311,0.423943,0.920513,0.738397,0.809353,0.527778,0.987179,0
1847,evaluation,Complex,native_pdf,pond_b,0.955955,0.931644,0.757986,0.802087,0.966942,0.865854,0.8725,0.772487,0
1848,evaluation,Moderate,scan,pond_b,0.791918,0.886695,0.540341,0.826321,0.672727,0.809353,0.581673,0.791444,1
1849,development,Simple,native_pdf,pond_b,0.893959,0.932491,0.533956,0.872686,0.83871,0.865854,0.581673,0.897233,0
1850,evaluation,Complex,native_pdf,pond_b,0.865488,0.819384,0.839629,0.82354,0.768421,0.727723,0.9375,0.791444,0
1851,development,Moderate,scan,pond_a,0.826101,0.977613,0.801423,0.804781,0.738397,0.923077,0.891117,0.772487,0
1852,evaluation,Simple,native_pdf,pond_a,0.927359,0.878072,0.808475,0.840151,0.887701,0.809353,0.891117,0.80137,1
1853,evaluation,Moderate,scan,pond_b,0.439487,0.711283,0.465548,0.898935,0.235294,0.567568,0.581673,0.937931,0
1854,development,Simple,scan,pond_b,0.81439,0.919888,0.613812,0.826198,0.738397,0.862069,0.753623,0.791444,0
1855,development,Simple,scan,pond_a,0.933761,0.982907,0.711389,0.743907,0.887701,0.957792,0.8725,0.687861,0
1856,evaluation,Simple,native_pdf,pond_a,0.927318,0.733951,0.858929,0.834166,0.887701,0.666667,0.951456,0.80137,0
1857,development,Complex,scan,pond_b,0.745765,0.852746,0.763639,0.819222,0.591398,0.77027,0.8725,0.791444,0
1858,development,Simple,native_pdf,pond_a,0.835773,0.607629,0.70791,0.869663,0.738397,0.485714,0.8725,0.897233,1
1859,evaluation,Moderate,scan,pond_a,0.767382,0.969994,0.767747,0.775375,0.591398,0.88172,0.8725,0.727273,1
1860,evaluation,Moderate,native_pdf,pond_b,0.689038,0.752179,0.502418,0.800881,0.552632,0.727723,0.581673,0.772487,0
1861,development,Simple,native_pdf,pond_b,0.923956,0.917627,0.674185,0.817583,0.887701,0.862069,0.863158,0.791444,1
1862,evaluation,Moderate,scan,pond_b,0.8075,0.860961,0.41232,0.816439,0.672727,0.809353,0.435484,0.772487,0
1863,development,Simple,scan,pond_b,0.865364,0.988618,0.848263,0.897712,0.768421,0.957792,0.951456,0.937931,1
1864,development,Simple,native_pdf,pond_b,0.953836,0.972109,0.920304,0.867689,0.966942,0.88172,1.0,0.897233,1
1865,evaluation,Moderate,scan,pond_a,0.639952,0.745636,0.459245,0.731239,0.421053,0.727723,0.581673,0.591837,0
1866,development,Simple,scan,pond_a,0.824638,0.913468,0.913822,0.854926,0.738397,0.809353,1.0,0.894737,1
1867,evaluation,Complex,native_pdf,pond_b,0.856718,0.466232,0.539961,0.75315,0.768421,0.485714,0.581673,0.687861,0
1868,evaluation,Moderate,scan,pond_a,0.868701,0.994639,0.608471,0.831555,0.768421,0.989848,0.753623,0.791444,0
1869,development,Simple,native_pdf,pond_a,0.894951,0.885511,0.678099,0.899764,0.83871,0.809353,0.863158,0.937931,1
1870,development,Simple,native_pdf,pond_b,0.932362,0.978706,0.802686,0.905941,0.887701,0.933333,0.891117,0.937931,1
1871,evaluation,Moderate,scan,pond_b,0.742992,0.507914,0.592761,0.745209,0.591398,0.485714,0.753623,0.687861,0
1872,evaluation,Complex,scan,pond_b,0.876424,0.978578,0.85134,0.872136,0.777778,0.933333,0.951456,0.897233,1
1873,evaluation,Simple,native_pdf,pond_a,0.876896,0.975256,0.742363,0.788014,0.777778,0.923077,0.8725,0.772487,1
1874,development,Simple,native_pdf,pond_a,0.924226,0.743265,0.660667,0.797311,0.887701,0.727723,0.778571,0.772487,1
1875,evaluation,Complex,native_pdf,pond_b,0.775336,0.799843,0.353794,0.836505,0.591398,0.727723,0.435484,0.80137,0
1876,evaluation,Moderate,native_pdf,pond_b,0.863321,0.805496,0.729896,0.791988,0.768421,0.727723,0.8725,0.772487,0
1877,development,Moderate,native_pdf,pond_a,0.956139,0.992411,0.929735,0.758915,0.966942,0.989848,1.0,0.687861,1
1878,development,Simple,scan,pond_b,0.852289,0.960681,0.876717,0.730015,0.744681,0.88172,0.979798,0.591837,1
1879,development,Simple,native_pdf,pond_a,0.924561,0.970344,0.655758,0.813055,0.887701,0.88172,0.778571,0.772487,1
1880,development,Simple,native_pdf,pond_a,0.936272,0.729551,0.719278,0.867635,0.887701,0.666667,0.8725,0.897233,0
1881,development,Simple,native_pdf,pond_a,0.923378,0.926082,0.77626,0.792621,0.887701,0.865854,0.891117,0.772487,1
1882,development,Simple,native_pdf,pond_b,0.847057,0.975053,0.891701,0.853532,0.744681,0.923077,0.982759,0.894737,1
1883,development,Moderate,scan,pond_b,0.886453,0.9711,0.642179,0.768189,0.789474,0.88172,0.778571,0.727273,1
1884,evaluation,Simple,native_pdf,pond_b,0.924293,0.993502,0.757258,0.885145,0.887701,0.989848,0.8725,0.902174,1
1885,development,Complex,scan,pond_b,0.828573,0.614054,0.61604,0.742832,0.738397,0.521739,0.753623,0.687861,0
1886,development,Moderate,native_pdf,pond_b,0.922383,0.585309,0.641286,0.847725,0.887701,0.485714,0.778571,0.868132,1
1887,development,Simple,scan,pond_b,0.882563,0.971532,0.855047,0.882805,0.789474,0.88172,0.951456,0.902174,1
1888,development,Moderate,scan,pond_a,0.736427,0.874941,0.621994,0.775665,0.591398,0.809353,0.753623,0.727273,0
1889,evaluation,Complex,scan,pond_b,0.418753,0.721005,0.155864,0.730213,0.235294,0.567568,0.13445,0.591837,0
1890,development,Moderate,scan,pond_a,0.824095,0.992497,0.640003,0.765767,0.738397,0.989848,0.778571,0.687861,1
1891,development,Moderate,native_pdf,pond_a,0.791934,0.827213,0.631413,0.786212,0.672727,0.727723,0.778571,0.772487,1
1892,development,Moderate,native_pdf,pond_a,0.942425,0.98623,0.774483,0.680097,0.934783,0.957792,0.8725,0.527397,0
1893,development,Simple,scan,pond_a,0.835876,0.972312,0.810304,0.835886,0.738397,0.88172,0.891117,0.80137,0
1894,evaluation,Simple,native_pdf,pond_b,0.802302,0.965085,0.576952,0.791792,0.672727,0.88172,0.753623,0.772487,0
1895,development,Moderate,scan,pond_a,0.59296,0.795867,0.575018,0.792103,0.421053,0.727723,0.753623,0.772487,1
1896,development,Simple,native_pdf,pond_b,0.90889,0.967501,0.867636,0.888672,0.857143,0.88172,0.979798,0.911111,1
1897,evaluation,Simple,scan,pond_a,0.797403,0.941763,0.672511,0.773948,0.672727,0.867188,0.863158,0.727273,0
1898,development,Moderate,native_pdf,pond_a,0.858995,0.900133,0.569944,0.773248,0.768421,0.809353,0.681818,0.727273,0
1899,evaluation,Simple,scan,pond_b,0.750944,0.970896,0.841806,0.918457,0.591398,0.88172,0.9375,0.987179,1
1900,development,Moderate,native_pdf,pond_b,0.832013,0.879818,0.758321,0.871253,0.738397,0.809353,0.8725,0.897233,0
1901,development,Simple,native_pdf,pond_b,0.963473,0.998386,0.94054,0.88997,0.966942,1.0,1.0,0.911111,1
1902,evaluation,Moderate,scan,pond_b,0.546423,0.220429,0.29621,0.824169,0.338028,0.415385,0.192308,0.791444,0
1903,evaluation,Moderate,native_pdf,pond_a,0.70992,0.947125,0.694027,0.678502,0.552632,0.867188,0.8725,0.527397,0
1904,evaluation,Simple,native_pdf,pond_a,0.926664,0.989133,0.786396,0.834292,0.887701,0.957792,0.891117,0.80137,1
1905,evaluation,Moderate,scan,pond_a,0.641759,0.298998,0.638311,0.65732,0.421053,0.415385,0.778571,0.527397,0
1906,development,Moderate,native_pdf,pond_a,0.929892,0.851536,0.677245,0.832389,0.887701,0.77027,0.863158,0.791444,0
1907,development,Simple,native_pdf,pond_a,0.838035,0.857964,0.598045,0.794659,0.738397,0.809353,0.753623,0.772487,1
