project_id,document_id,case_id,difficulty,predicted_class,reference_class,prediction_correct,component_name,raw_confidence,calibrated_probability,evidence_relevance,processing_latency,processing_cost
PF-P03,PF-D0129,PF-C00129,Complex,Escalate,Clear,False,Evidence retrieval,0.5047635275005479,0.6302311025490931,0.2868186653403864,301.4836031758199,0.007375177998577762
PF-P04,PF-D0130,PF-C00130,Simple,Escalate,Escalate,True,Evidence retrieval,0.7159642462467677,0.6948196722755295,0.901924668872958,182.84418513263756,0.006393408114444076
PF-P05,PF-D0131,PF-C00131,Moderate,Clear,Clear,True,Evidence retrieval,0.6054886760882976,0.6293306842993244,0.5567163044651305,311.83880674972573,0.005467774843922988
PF-P06,PF-D0132,PF-C00132,Simple,Escalate,Escalate,True,Evidence retrieval,0.7706445779075917,0.7855678131929007,0.8136216662145346,254.59175743871327,0.005457666018138901
PF-P01,PF-D0133,PF-C00133,Moderate,Review,Review,True,Evidence retrieval,0.7582127036325327,0.7474495006666053,0.8511182249480862,212.85253563717748,0.005674985532991431
PF-P02,PF-D0134,PF-C00134,Moderate,Clear,Clear,True,Evidence retrieval,0.7190962591655891,0.6645914690156193,0.6475735103976878,297.90336174956786,0.006397117279770936
PF-P03,PF-D0135,PF-C00135,Complex,Clear,Insufficient,False,Evidence retrieval,0.34331831625372294,0.4469595201805743,0.595324256374338,320.19644217080577,0.007142966602958085
PF-P04,PF-D0136,PF-C00136,Moderate,Review,Review,True,Evidence retrieval,0.8003455139717628,0.7711696860298466,0.8620948091820917,218.48556178722583,0.0057887255092210176
PF-P05,PF-D0137,PF-C00137,Moderate,Review,Escalate,False,Evidence retrieval,0.3551361786671198,0.3746013119284263,0.46601836136635144,272.65013622341223,0.004403936410728648
PF-P06,PF-D0138,PF-C00138,Complex,Clear,Review,False,Evidence retrieval,0.5116461927262899,0.43634467154229284,0.5403616496601928,264.6600791334687,0.0057628180458694726
PF-P01,PF-D0139,PF-C00139,Simple,Clear,Clear,True,Evidence retrieval,0.5446552191280192,0.8266748656596027,0.7048252345359745,240.3579867524075,0.005899017215440487
PF-P02,PF-D0140,PF-C00140,Moderate,Clear,Clear,True,Evidence retrieval,0.7212797647249993,0.7826929691975448,0.8093911671581719,262.24625580072075,0.004814734795339139
PF-P03,PF-D0141,PF-C00141,Simple,Clear,Clear,True,Evidence retrieval,0.6118602486490093,0.6245862795045772,0.39397888185880225,304.54592429156287,0.006171872209541574
PF-P04,PF-D0142,PF-C00142,Complex,Review,Review,True,Evidence retrieval,0.4273017355992268,0.6449916930245998,0.5694998717801786,270.65365564173186,0.00682705548700762
PF-P05,PF-D0143,PF-C00143,Moderate,Insufficient,Clear,False,Evidence retrieval,0.43653034924886724,0.5220746029208327,0.796468801486555,231.31140258533483,0.004999287295849251
PF-P06,PF-D0144,PF-C00144,Simple,Review,Review,True,Evidence retrieval,0.6451674199876843,0.7179981862671835,1.0,279.91040998269995,0.005799870983155223
PF-P01,PF-D0145,PF-C00145,Simple,Review,Review,True,Evidence retrieval,0.5847333918094934,0.7023793964399537,0.5158321651171236,239.67727383458313,0.0043742336544231
PF-P02,PF-D0146,PF-C00146,Moderate,Review,Clear,False,Evidence retrieval,0.5437628111667383,0.5869823384934838,0.6574332757252322,305.2408851468658,0.005324251962378009
PF-P03,PF-D0147,PF-C00147,Simple,Clear,Clear,True,Evidence retrieval,0.8477416273830863,0.7674576590090648,0.7735595215852407,229.57716259581764,0.005385318445685276
PF-P04,PF-D0148,PF-C00148,Simple,Clear,Clear,True,Evidence retrieval,0.8322662870215658,0.9024162802979835,0.7974257092364457,198.1488990092124,0.0056265234336342765
PF-P05,PF-D0149,PF-C00149,Simple,Clear,Clear,True,Evidence retrieval,0.572123656443183,0.7924268990647341,0.9652171881562726,184.43069679069106,0.006135659486577774
PF-P06,PF-D0150,PF-C00150,Moderate,Review,Review,True,Evidence retrieval,0.40981444974464787,0.3996019330803025,0.6120301670591061,365.93899109699714,0.004887852842047565
PF-P01,PF-D0151,PF-C00151,Complex,Clear,Clear,True,Evidence retrieval,0.3478335800086928,0.6824397174601846,0.6413222637265141,349.0994175237478,0.006227350691533457
PF-P02,PF-D0152,PF-C00152,Simple,Clear,Clear,True,Evidence retrieval,0.838222636550093,0.8494016489846922,0.9459394024770369,334.25964654457874,0.00437428360168125
PF-P03,PF-D0153,PF-C00153,Simple,Clear,Clear,True,Evidence retrieval,0.8476069649182308,0.9186879811920274,0.9663181196451355,236.72225852280553,0.005740568540119085
PF-P04,PF-D0154,PF-C00154,Simple,Review,Review,True,Evidence retrieval,0.9603154579645475,0.92964319772163,0.9581784170516082,278.9095829683305,0.005325891582568999
PF-P05,PF-D0155,PF-C00155,Moderate,Review,Review,True,Evidence retrieval,0.5610289096187526,0.6259749429881171,0.8870910295245565,356.397153772358,0.006005715317288539
PF-P06,PF-D0156,PF-C00156,Complex,Review,Review,True,Evidence retrieval,0.37234206463457886,0.5591107213945589,0.6067680977573566,315.52802456718405,0.005986385102731058
PF-P01,PF-D0157,PF-C00157,Moderate,Review,Review,True,Evidence retrieval,0.5644106313760364,0.7474845125922318,0.5147607582205563,288.60128275479104,0.0055143917490538315
PF-P02,PF-D0158,PF-C00158,Complex,Insufficient,Review,False,Evidence retrieval,0.6268983971243686,0.623214858877014,0.5246286148321689,364.61295795239323,0.0066223948699555505
PF-P03,PF-D0159,PF-C00159,Moderate,Clear,Clear,True,Evidence retrieval,0.7634456281504439,0.6706973977559838,0.5510752536289725,295.117462463299,0.0055754975090519625
PF-P04,PF-D0160,PF-C00160,Simple,Clear,Clear,True,Evidence retrieval,0.7677019851111526,0.8376883970475895,0.5856271608468989,260.22385712534026,0.00573586530626004
PF-P05,PF-D0161,PF-C00161,Simple,Escalate,Escalate,True,Evidence retrieval,0.6819242066081745,0.8002242073280423,1.0,290.5193542767791,0.007088863429902341
PF-P06,PF-D0162,PF-C00162,Complex,Insufficient,Review,False,Evidence retrieval,0.4472145469372281,0.4807731156645914,0.5705546351161155,311.49694186097827,0.007470317236159121
PF-P01,PF-D0163,PF-C00163,Moderate,Escalate,Insufficient,False,Evidence retrieval,0.6377153037013296,0.6639649044418449,0.6116829433169321,278.74356505567704,0.0053437943030513356
PF-P02,PF-D0164,PF-C00164,Simple,Escalate,Escalate,True,Evidence retrieval,0.8369995674935384,0.8085085706319313,0.8056630849582647,248.05233785364987,0.005536860338626878
PF-P03,PF-D0165,PF-C00165,Simple,Clear,Clear,True,Evidence retrieval,0.8735180592075048,0.9131843124111757,0.6995029068878074,169.77210421710794,0.004526755179132002
PF-P04,PF-D0166,PF-C00166,Simple,Clear,Clear,True,Evidence retrieval,0.6220310751940423,0.6921258027485314,0.7075470107422663,257.7051705150649,0.005947979490082989
PF-P05,PF-D0167,PF-C00167,Moderate,Clear,Escalate,False,Evidence retrieval,0.45081844066648735,0.48107966728026574,0.6680266259867217,164.12452242506498,0.005332475040155971
PF-P06,PF-D0168,PF-C00168,Simple,Escalate,Escalate,True,Evidence retrieval,0.8553063301194368,0.8468397983996423,0.7323705780085213,344.2964708776726,0.006083594297874505
PF-P01,PF-D0169,PF-C00169,Simple,Insufficient,Review,False,Evidence retrieval,0.5011763809083878,0.44977972367653474,0.5712938693102414,223.19854676850116,0.006019521197014456
PF-P02,PF-D0170,PF-C00170,Simple,Insufficient,Insufficient,True,Evidence retrieval,0.8447409816557236,0.6958737993804759,0.8529069653448851,325.90665024532746,0.005461691313946876
PF-P03,PF-D0171,PF-C00171,Simple,Escalate,Review,False,Evidence retrieval,0.5973889964914623,0.6993179245753676,0.6294536037874431,238.20259967148277,0.004840308858574652
PF-P04,PF-D0172,PF-C00172,Simple,Clear,Clear,True,Evidence retrieval,0.8698712193357776,0.8861833255239929,0.6769601651699153,209.07868692527833,0.005347878643509859
PF-P05,PF-D0173,PF-C00173,Simple,Insufficient,Insufficient,True,Evidence retrieval,0.7552432621568691,0.8088625217950678,1.0,217.81333230959433,0.005561902420531115
PF-P06,PF-D0174,PF-C00174,Simple,Clear,Clear,True,Evidence retrieval,0.4245314441128492,0.5980161517575642,1.0,301.77564651002444,0.004817718503918165
PF-P01,PF-D0175,PF-C00175,Simple,Review,Clear,False,Evidence retrieval,0.8115049404737403,0.6780467879610946,0.6146150503291133,254.8385434729184,0.0058308575358698485
PF-P02,PF-D0176,PF-C00176,Moderate,Escalate,Insufficient,False,Evidence retrieval,0.5127101369572049,0.6290623794027678,0.7983764034598673,334.53958224348537,0.006059002202662195
PF-P03,PF-D0177,PF-C00177,Simple,Escalate,Insufficient,False,Evidence retrieval,0.44419238908113245,0.45102116514633617,0.9829663035769971,266.52667336068316,0.004381780848928675
PF-P04,PF-D0178,PF-C00178,Moderate,Escalate,Escalate,True,Evidence retrieval,0.5107262640478667,0.5475009224211522,0.7505626535827102,307.3008174072041,0.0054912945295579945
PF-P05,PF-D0179,PF-C00179,Complex,Insufficient,Insufficient,True,Evidence retrieval,0.2921086195209601,0.3663407509752393,0.55785713024979,372.3333534943861,0.007199412043478489
PF-P06,PF-D0180,PF-C00180,Complex,Review,Clear,False,Evidence retrieval,0.4159121268492513,0.35350915623745405,0.7262634973381636,373.46618312681073,0.005885388360574187
PF-P01,PF-D0001,PF-C00181,Simple,Clear,Clear,True,Evidence retrieval,0.7060485085935578,0.7561956370089863,0.7265569906113969,324.54719274933757,0.0067539769301084695
PF-P02,PF-D0002,PF-C00182,Simple,Insufficient,Insufficient,True,Evidence retrieval,0.7666605854537358,0.5550694315055846,0.4172801621280985,227.87999939810138,0.0067170157670214895
PF-P03,PF-D0003,PF-C00183,Simple,Review,Review,True,Evidence retrieval,0.8614653063268258,0.8896243150000542,0.7275598161287101,344.42339233018254,0.0048172334143406935
PF-P04,PF-D0004,PF-C00184,Simple,Clear,Review,False,Evidence retrieval,0.7499297696521394,0.6847541685966151,0.7930071635738821,344.5727476379317,0.004613763384393101
PF-P05,PF-D0005,PF-C00185,Simple,Review,Review,True,Evidence retrieval,0.8560675842020911,0.7209220518725825,0.6764296101392843,291.6501809625009,0.004945614607343519
PF-P06,PF-D0006,PF-C00186,Simple,Clear,Clear,True,Evidence retrieval,0.7721265551864044,0.7692026837617201,0.8343154793896131,332.0195315130877,0.004851346041968982
PF-P01,PF-D0007,PF-C00187,Simple,Clear,Clear,True,Evidence retrieval,0.8131015521441007,0.8673122492516484,0.8983310191436299,215.58173337360122,0.005045478744592994
PF-P02,PF-D0008,PF-C00188,Moderate,Clear,Clear,True,Evidence retrieval,0.739084603159538,0.6856740056313871,0.7093741926118323,278.7001368317319,0.0056517503099399735
PF-P03,PF-D0009,PF-C00189,Moderate,Clear,Clear,True,Evidence retrieval,0.7831817313911132,0.6687447165295217,0.5675658224613012,220.26268900035518,0.005868900135977616
PF-P04,PF-D0010,PF-C00190,Simple,Clear,Clear,True,Evidence retrieval,0.7978401267363334,0.8309264353051333,0.8205975188769637,301.683558690608,0.004342189783577856
PF-P05,PF-D0011,PF-C00191,Complex,Clear,Insufficient,False,Evidence retrieval,0.5394609618239348,0.5534318079484363,0.5531397959768438,311.1384120232913,0.006110355775837002
PF-P06,PF-D0012,PF-C00192,Simple,Review,Escalate,False,Evidence retrieval,0.7528402981872957,0.6996723129086018,0.6453204302406963,238.08670851709527,0.004073685850451077
PF-P01,PF-D0013,PF-C00193,Moderate,Clear,Clear,True,Evidence retrieval,0.49417451554564285,0.7473364103210621,0.581749066585069,145.2742997894196,0.0054254843436633456
PF-P02,PF-D0014,PF-C00194,Moderate,Insufficient,Review,False,Evidence retrieval,0.7868092840389008,0.7766040372579973,0.8190244882957936,227.09044586944327,0.00473054512866402
PF-P03,PF-D0015,PF-C00195,Complex,Review,Insufficient,False,Evidence retrieval,0.4416476277246768,0.41724423585518655,0.496392827135584,336.3322100960176,0.006513620675890576
PF-P04,PF-D0016,PF-C00196,Simple,Review,Review,True,Evidence retrieval,0.7306093408278422,0.7152490882026339,0.7600296199838759,220.30505425965222,0.004205208773429706
PF-P05,PF-D0017,PF-C00197,Simple,Clear,Clear,True,Evidence retrieval,0.8063010241786834,0.8908846263684403,0.9511761896362532,275.30947862671866,0.004487154742329511
PF-P06,PF-D0018,PF-C00198,Simple,Clear,Clear,True,Evidence retrieval,0.6189453897462839,0.8455393358771682,0.6578006856195866,241.74346974425958,0.0050624807970523
PF-P01,PF-D0019,PF-C00199,Complex,Clear,Review,False,Evidence retrieval,0.4606131109383816,0.5205115562403761,0.5999381742153659,265.6694228297257,0.007213784210203342
PF-P02,PF-D0020,PF-C00200,Simple,Clear,Clear,True,Evidence retrieval,0.7679623949623781,0.8845553877337655,0.9729537653053291,214.99397308217632,0.005613246067269238
PF-P03,PF-D0021,PF-C00201,Moderate,Escalate,Review,False,Evidence retrieval,0.6537901903366196,0.5484276539362648,0.769461653416092,282.20633748672276,0.00570159700284451
PF-P04,PF-D0022,PF-C00202,Complex,Insufficient,Review,False,Evidence retrieval,0.2892559344078039,0.5133405333415378,0.5651412246930112,327.5847230955041,0.006848300074826227
PF-P05,PF-D0023,PF-C00203,Moderate,Clear,Clear,True,Evidence retrieval,0.8224395193568597,0.7209571796321481,1.0,230.2906852200732,0.00455244400021248
PF-P06,PF-D0024,PF-C00204,Complex,Review,Review,True,Evidence retrieval,0.6101078549107342,0.4731711607556598,0.7726811755981142,317.8700127198389,0.006466613960777573
PF-P01,PF-D0025,PF-C00205,Moderate,Review,Review,True,Evidence retrieval,0.4615844199971467,0.6591747517945793,0.5102471951136403,345.1371079749934,0.004679382324574156
PF-P02,PF-D0026,PF-C00206,Simple,Escalate,Review,False,Evidence retrieval,0.8623839209746251,0.8382230360646172,0.5051579942218126,243.674373706072,0.005903062318741903
PF-P03,PF-D0027,PF-C00207,Simple,Clear,Clear,True,Evidence retrieval,0.6502279908081325,0.7256268022108671,0.8437028672128154,339.77028418437914,0.005216341771749907
PF-P04,PF-D0028,PF-C00208,Moderate,Clear,Clear,True,Evidence retrieval,0.6274657730288726,0.5212567812991585,0.6136016746914471,332.9542059987466,0.004533673128851354
PF-P05,PF-D0029,PF-C00209,Simple,Clear,Review,False,Evidence retrieval,0.7321576372812099,0.7287340604806349,0.8120939432309167,329.6262402492818,0.0055715103331061356
PF-P06,PF-D0030,PF-C00210,Simple,Review,Review,True,Evidence retrieval,0.8500320171388863,0.8228060307019023,0.74892040427563,255.83422948845563,0.006663169381355531
PF-P01,PF-D0031,PF-C00211,Simple,Clear,Clear,True,Evidence retrieval,0.8120254039276955,0.8800567310576894,0.7965240746778521,215.47404337800432,0.005331977949295217
PF-P02,PF-D0032,PF-C00212,Simple,Clear,Review,False,Evidence retrieval,0.553056418360877,0.6847456726312502,0.7346866881898888,326.5204238539302,0.0045131996706017615
PF-P03,PF-D0033,PF-C00213,Moderate,Clear,Insufficient,False,Evidence retrieval,0.235497859205155,0.42500809980388987,0.6392629238413117,310.4771141628626,0.004372362158964535
PF-P04,PF-D0034,PF-C00214,Moderate,Clear,Clear,True,Evidence retrieval,0.4000234277761422,0.3512534608175766,0.3742834310233659,318.8918692832776,0.007432856390374141
PF-P05,PF-D0035,PF-C00215,Simple,Insufficient,Escalate,False,Evidence retrieval,0.5479880268702284,0.6341171036027252,0.6561296929360969,283.4837415954379,0.004945486108991976
PF-P06,PF-D0036,PF-C00216,Moderate,Insufficient,Review,False,Evidence retrieval,0.5662268037209504,0.4771944894575589,0.633607807761557,350.0266214473974,0.005514194171436076
PF-P01,PF-D0037,PF-C00217,Complex,Insufficient,Clear,False,Evidence retrieval,0.6328815878199638,0.5684462823466118,0.7838110972144371,345.97491150238864,0.007685135287856113
PF-P02,PF-D0038,PF-C00218,Simple,Clear,Insufficient,False,Evidence retrieval,0.6135262897245503,0.6657558927564787,1.0,282.5351178935838,0.0060260561081105
PF-P03,PF-D0039,PF-C00219,Simple,Review,Review,True,Evidence retrieval,0.8170600010478652,0.6604434586405407,0.6686470309687212,279.14276917245826,0.005080048521714908
PF-P04,PF-D0040,PF-C00220,Moderate,Clear,Clear,True,Evidence retrieval,0.846857211627945,0.8695720979639752,0.7295396139570121,313.4753103072934,0.005860121838978372
PF-P05,PF-D0041,PF-C00221,Simple,Escalate,Insufficient,False,Evidence retrieval,0.717885479863623,0.7730707729410897,1.0,171.4164597610761,0.005290657136422568
PF-P06,PF-D0042,PF-C00222,Moderate,Insufficient,Insufficient,True,Evidence retrieval,0.6945189856942837,0.6452499160907736,0.6672783023374614,270.10062047718054,0.0061112095807230125
PF-P01,PF-D0043,PF-C00223,Moderate,Clear,Clear,True,Evidence retrieval,0.31873132928868303,0.3391326038079145,0.48685080842353257,280.9925802192025,0.005306269704447228
PF-P02,PF-D0044,PF-C00224,Simple,Insufficient,Insufficient,True,Evidence retrieval,0.7950201369040175,0.6815677859693392,0.927336451576384,167.9337539295596,0.005502005929549625
PF-P03,PF-D0045,PF-C00225,Moderate,Review,Insufficient,False,Evidence retrieval,0.4833967508640461,0.38608528592112945,0.44328826902725976,220.56023769031788,0.005633394620256131
PF-P04,PF-D0046,PF-C00226,Moderate,Clear,Clear,True,Evidence retrieval,0.7124870780501372,0.4947672922693331,0.8032761904752408,287.7521241066802,0.005870277031439073
PF-P05,PF-D0047,PF-C00227,Moderate,Review,Review,True,Evidence retrieval,0.667830048747848,0.765876278287712,0.8001923600386992,298.5687218790806,0.005553160188632571
PF-P06,PF-D0048,PF-C00228,Moderate,Insufficient,Insufficient,True,Evidence retrieval,0.7312643205135128,0.6993133054073083,0.6738580911486657,224.28821857409275,0.00587685390432742
PF-P01,PF-D0049,PF-C00229,Simple,Insufficient,Insufficient,True,Evidence retrieval,0.6617310233950158,0.7426496369979736,0.7965944395920357,332.03676468597683,0.005895132901954276
PF-P02,PF-D0050,PF-C00230,Simple,Escalate,Escalate,True,Evidence retrieval,0.23867954335761868,0.4961524943847283,0.8827420086548775,169.12042939884012,0.006302011034707239
PF-P03,PF-D0051,PF-C00231,Complex,Insufficient,Insufficient,True,Evidence retrieval,0.3781406719528211,0.33946965448026933,0.49892151675212626,395.1623063503673,0.007221892021981759
PF-P04,PF-D0052,PF-C00232,Simple,Clear,Clear,True,Evidence retrieval,0.8388121432422218,0.8029660618616402,1.0,384.6450582774977,0.005929604913750367
PF-P05,PF-D0053,PF-C00233,Simple,Clear,Clear,True,Evidence retrieval,0.6166908424537983,0.7050872221592467,0.7258437809952746,244.47158935755147,0.005695981008165525
PF-P06,PF-D0054,PF-C00234,Simple,Insufficient,Insufficient,True,Evidence retrieval,0.7499483064846204,0.7255907215153806,0.8714317265311696,291.1889892421008,0.005697492701248926
PF-P01,PF-D0055,PF-C00235,Simple,Insufficient,Insufficient,True,Evidence retrieval,0.8127572905259095,0.8029697365181313,0.9803917677747838,238.3314517459157,0.004892303776760018
PF-P02,PF-D0056,PF-C00236,Moderate,Review,Review,True,Evidence retrieval,0.6184471250072732,0.5460929765104446,0.40426413260314276,288.4403663446697,0.0040835375175818645
PF-P03,PF-D0057,PF-C00237,Complex,Insufficient,Insufficient,True,Evidence retrieval,0.7132854767548228,0.660250480635439,0.619032331197,346.97416146286633,0.006596177442638686
PF-P04,PF-D0058,PF-C00238,Complex,Review,Review,True,Evidence retrieval,0.13445475796555745,0.33626381222911317,0.6611870640600451,309.11778643901243,0.006684985293756999
PF-P05,PF-D0059,PF-C00239,Simple,Insufficient,Insufficient,True,Evidence retrieval,0.8048154799232687,0.6740468067683894,0.8633288324490126,183.13295221142823,0.004107503495476237
PF-P06,PF-D0060,PF-C00240,Moderate,Insufficient,Insufficient,True,Evidence retrieval,0.8225548276229342,0.844851576723596,1.0,249.0329378070535,0.004764034323454284
PF-P01,PF-D0061,PF-C00241,Moderate,Clear,Clear,True,Evidence retrieval,0.4043979059439848,0.4793803064371423,0.8322547800190777,250.67025664024993,0.0057043507124409885
PF-P02,PF-D0062,PF-C00242,Simple,Review,Review,True,Evidence retrieval,0.7688951120045263,0.8668295917102162,0.772081562049277,329.3696999825005,0.005020587715660312
PF-P03,PF-D0063,PF-C00243,Simple,Insufficient,Insufficient,True,Evidence retrieval,0.8191052009997413,0.6153971070914078,0.7189411103347084,184.82442342026144,0.004286223342478579
PF-P04,PF-D0064,PF-C00244,Complex,Insufficient,Review,False,Evidence retrieval,0.6039378865249112,0.5401513832926399,0.8051365501156826,335.8735295950889,0.006961657181494479
PF-P05,PF-D0065,PF-C00245,Moderate,Review,Review,True,Evidence retrieval,0.4937100906655719,0.8078413585906478,1.0,238.43009272028755,0.005590247075543146
PF-P06,PF-D0066,PF-C00246,Moderate,Clear,Clear,True,Evidence retrieval,0.8700890842681483,0.8054812836058654,0.7038932930088582,223.35570541714287,0.006114898183579092
PF-P01,PF-D0067,PF-C00247,Moderate,Escalate,Clear,False,Evidence retrieval,0.4584805268970346,0.4078772348721199,0.37283447059483676,253.69356755415657,0.005461029706769334
PF-P02,PF-D0068,PF-C00248,Moderate,Escalate,Escalate,True,Evidence retrieval,0.7351129902804969,0.8272011839030396,0.8313776453407214,307.2257034143118,0.005783638372451699
PF-P03,PF-D0069,PF-C00249,Simple,Review,Review,True,Evidence retrieval,0.8406613801280196,0.8207986214906229,0.6762251428384218,287.17391203483885,0.004875985071670216
PF-P04,PF-D0070,PF-C00250,Simple,Clear,Clear,True,Evidence retrieval,0.8004638538371254,0.8925081911345244,1.0,277.19721352686366,0.006029572209232948
PF-P05,PF-D0071,PF-C00251,Simple,Review,Review,True,Evidence retrieval,0.6932092157850915,0.7603802059146343,0.8315628132483202,303.59659207645893,0.004916998769255319
PF-P06,PF-D0072,PF-C00252,Moderate,Clear,Clear,True,Evidence retrieval,0.5130766617564839,0.5100167560131724,0.7211384006199261,321.6727696593803,0.004612308992679968
PF-P01,PF-D0073,PF-C00253,Simple,Review,Review,True,Evidence retrieval,0.5820519095095823,0.5929691474288802,0.6612485516214333,192.27996049451497,0.0048114817158897965
PF-P02,PF-D0074,PF-C00254,Complex,Insufficient,Review,False,Evidence retrieval,0.5572899927291153,0.6429696020717066,0.9319911075146755,263.9252547375486,0.0073748574118453585
PF-P03,PF-D0075,PF-C00255,Moderate,Clear,Clear,True,Evidence retrieval,0.7832827828903437,0.744321770914698,0.9373732477595103,279.4968721403493,0.006594567814003621
PF-P04,PF-D0076,PF-C00256,Simple,Clear,Clear,True,Evidence retrieval,0.40226502435563877,0.5604096557263697,0.5771245779126202,237.54739946140185,0.006208111487081763
PF-P05,PF-D0077,PF-C00257,Simple,Clear,Clear,True,Evidence retrieval,0.8449755882441794,0.9047816160740755,0.8052105828424985,253.26917495327177,0.00431851253609353
PF-P06,PF-D0078,PF-C00258,Moderate,Insufficient,Clear,False,Evidence retrieval,0.850660394119518,0.7501846847994009,0.9111368136519763,312.4748590560541,0.006228430645671342
PF-P01,PF-D0079,PF-C00259,Simple,Clear,Clear,True,Evidence retrieval,0.6902888199695415,0.6021372675983429,0.5523075029784287,253.88819780178508,0.004525455030137003
PF-P02,PF-D0080,PF-C00260,Simple,Clear,Clear,True,Evidence retrieval,0.8588206844435274,0.9448393010332136,0.7563129711281236,269.0058643506927,0.005926129894558131
PF-P03,PF-D0081,PF-C00261,Simple,Insufficient,Insufficient,True,Evidence retrieval,0.6613698810530712,0.6794011404614497,0.6009590580168132,253.4539670668153,0.006783383991025792
PF-P04,PF-D0082,PF-C00262,Simple,Review,Review,True,Evidence retrieval,0.6196106259081493,0.6742037658321282,0.6686252726324564,219.36568263583942,0.004820424471641855
PF-P05,PF-D0083,PF-C00263,Moderate,Escalate,Escalate,True,Evidence retrieval,0.5582385847877175,0.55580570709659,0.9640311761627782,325.14186252922076,0.005808387542610386
PF-P06,PF-D0084,PF-C00264,Complex,Escalate,Review,False,Evidence retrieval,0.4158910961188133,0.35858994430386204,0.3698453598684179,343.1675057566943,0.006979061678312595
PF-P01,PF-D0085,PF-C00265,Moderate,Escalate,Clear,False,Evidence retrieval,0.5468863877773796,0.5433776493070749,0.9100520817804439,272.6846762617279,0.006692715651509302
PF-P02,PF-D0086,PF-C00266,Simple,Insufficient,Insufficient,True,Evidence retrieval,0.7086138366994046,0.8264969189049773,0.4310519965795454,248.56401594940158,0.004404390279419309
PF-P03,PF-D0087,PF-C00267,Simple,Escalate,Review,False,Evidence retrieval,0.9137245590238313,0.9025250585815526,1.0,207.99881960509663,0.005826979949519476
PF-P04,PF-D0088,PF-C00268,Simple,Escalate,Escalate,True,Evidence retrieval,0.6553908804876061,0.7020795307382829,0.9654455702630317,267.529780372001,0.005187348690704668
PF-P05,PF-D0089,PF-C00269,Simple,Review,Review,True,Evidence retrieval,0.9361861861431267,0.9258687592818492,0.9778711021897984,259.84408163858643,0.004590029836276225
PF-P06,PF-D0090,PF-C00270,Moderate,Review,Review,True,Evidence retrieval,0.6094136182274464,0.8437272958195059,0.9588110385786627,284.4856507666606,0.005761682364239727
PF-P01,PF-D0091,PF-C00271,Simple,Clear,Clear,True,Evidence retrieval,0.753287019276302,0.876102410249862,0.9582199061607354,170.00230447161596,0.0046180889763583035
PF-P02,PF-D0092,PF-C00272,Simple,Review,Review,True,Evidence retrieval,0.6702421948376921,0.827537730675706,1.0,281.01305176001443,0.006982520122706049
PF-P03,PF-D0093,PF-C00273,Simple,Clear,Clear,True,Evidence retrieval,0.7447265385275027,0.7733526912442763,1.0,238.2622033396125,0.005154762872113499
PF-P04,PF-D0094,PF-C00274,Simple,Clear,Clear,True,Evidence retrieval,0.9218459781234363,0.9200563052506906,0.875472292058865,256.1690885465211,0.004904908290108035
PF-P05,PF-D0095,PF-C00275,Moderate,Review,Review,True,Evidence retrieval,0.774988206153561,0.7621323008666858,0.6226048863506842,241.89789463334117,0.005904429534655254
PF-P06,PF-D0096,PF-C00276,Simple,Insufficient,Insufficient,True,Evidence retrieval,0.694088111220464,0.7257653778182612,0.8288594316141947,254.68672176781985,0.006069523311503957
PF-P01,PF-D0097,PF-C00277,Simple,Insufficient,Insufficient,True,Evidence retrieval,0.835341647691518,0.7244792004132936,0.9491023218200184,233.44732180157314,0.004098063325677074
PF-P02,PF-D0098,PF-C00278,Simple,Review,Review,True,Evidence retrieval,0.8753212747329995,0.8315032786363303,0.909761045358625,196.94284233139268,0.006950507480266141
PF-P03,PF-D0099,PF-C00279,Simple,Clear,Clear,True,Evidence retrieval,0.6856515907600904,0.6457738041008364,0.6719386649648842,298.8719453238777,0.005376337845823119
PF-P04,PF-D0100,PF-C00280,Simple,Insufficient,Insufficient,True,Evidence retrieval,0.616475767550424,0.5935833603710814,0.6644220566149773,264.2952052743567,0.006626031198473315
PF-P05,PF-D0101,PF-C00281,Moderate,Escalate,Clear,False,Evidence retrieval,0.6413577389415295,0.5741680700409663,0.6939379469962359,426.6712261907419,0.004764770279709637
PF-P06,PF-D0102,PF-C00282,Complex,Review,Clear,False,Evidence retrieval,0.27535997926669037,0.5415698236602691,0.6858979467774937,196.26344547079617,0.006145316778792613
PF-P01,PF-D0103,PF-C00283,Simple,Review,Review,True,Evidence retrieval,0.6050684381136354,0.7341328719168073,0.8079390041735838,274.46708258813686,0.00485511255794149
PF-P02,PF-D0104,PF-C00284,Moderate,Review,Review,True,Evidence retrieval,0.6636767786411624,0.7501220537057547,0.8759661669679358,277.0081114425982,0.005448220506672887
PF-P03,PF-D0105,PF-C00285,Simple,Clear,Clear,True,Evidence retrieval,0.9118107159006112,0.9370504346087425,1.0,267.3253247764382,0.0061994702551654846
PF-P04,PF-D0106,PF-C00286,Moderate,Insufficient,Insufficient,True,Evidence retrieval,0.7383271026054247,0.663520183427952,0.905823737055146,328.8912168770877,0.006438343997313968
PF-P05,PF-D0107,PF-C00287,Simple,Clear,Clear,True,Evidence retrieval,0.8548951411304077,0.8872777642865832,0.9797824694453465,328.3565225774471,0.006129857886614381
